,Department,Course Number,Instructor,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
1179,CSE,CSE 141 ,"Tullsen, Dean Michael",FA13,120,36,85.7,88.6,6.84,3.26,2.75
1180,CSE,CSE 141 ,"Tullsen, Dean Michael",SP16,158,58,76.8,69.6,7.54,3.0,2.82
1181,CSE,CSE 141 ,"Tullsen, Dean Michael",SP19,100,53,81.1,84.9,7.54,3.16,3.01
1182,CSE,CSE 141 ,"Tullsen, Dean Michael",WI09,39,32,93.5,93.5,7.0,3.48,2.68
1183,CSE,CSE 141 ,"Tullsen, Dean Michael",WI10,47,27,85.2,96.3,6.43,3.31,2.82
1184,CSE,CSE 141 ,"Tullsen, Dean Michael",WI13,50,24,91.3,87.0,7.46,3.09,2.97
1185,CSE,CSE 141 ,"Tullsen, Dean Michael",WI15,66,17,88.2,94.1,7.56,3.18,2.93
1186,CSE,CSE 141 ,"Tullsen, Dean Michael",WI17,110,31,83.3,73.3,6.02,3.24,2.75
1187,CSE,CSE 141 ,"Yang, Shengqi",WI16,278,130,77.5,75.2,7.19,3.07,3.06
1188,CSE,CSE 141 ,"Zhao, Jishen",WI18,123,113,77.7,80.4,6.83,3.31,3.39
1189,CSE,CSE 141L ,"Eldon, John",FA14,151,78,65.2,85.65,11.49,2.925,3.13
1190,CSE,CSE 141L ,"Eldon, John",FA15,249,85,66.4,88.95,9.92,3.11,3.27
1191,CSE,CSE 141L ,"Eldon, John",FA16,237,114,65.4,91.35,8.155000000000001,3.505,3.32
1192,CSE,CSE 141L ,"Eldon, John",FA17,141,50,63.0,84.25,7.56,3.16,3.25
1193,CSE,CSE 141L ,"Eldon, John",FA18,101,24,66.7,91.7,9.2,3.35,3.28
1194,CSE,CSE 141L ,"Eldon, John",SP14,133,31,53.6,78.6,11.39,2.88,3.33
1195,CSE,CSE 141L ,"Eldon, John",SP15,253,71,50.0,90.7,10.93,3.035,3.41
1196,CSE,CSE 141L ,"Eldon, John",SP16,337,111,72.95,91.3,7.675,3.445,3.36
1197,CSE,CSE 141L ,"Eldon, John",SP17,259,89,61.6,93.55,8.225,3.34,3.3
1198,CSE,CSE 141L ,"Eldon, John",SP18,164,46,64.4,86.4,7.23,3.29,3.2
1199,CSE,CSE 141L ,"Eldon, John",SP19,161,32,75.0,87.5,8.5,3.53,3.44
1200,CSE,CSE 141L ,"Eldon, John",WI14,130,47,64.4,87.2,10.295,3.415,3.49
1201,CSE,CSE 141L ,"Eldon, John",WI15,95,29,70.4,88.9,9.24,3.19,3.29
1202,CSE,CSE 141L ,"Eldon, John",WI16,283,108,71.55,92.4,7.8900000000000015,3.355,3.41
1203,CSE,CSE 141L ,"Eldon, John",WI17,166,47,70.95,95.6,7.2200000000000015,3.495,3.45
1204,CSE,CSE 141L ,"Eldon, John",WI18,137,62,67.2,89.5,6.72,3.62,3.42
1205,CSE,CSE 141L ,"Eldon, John",WI19,192,60,74.4,81.69999999999997,7.365,3.395,3.38
1206,CSE,CSE 141L ,"Garcia, Saturnino",S211,32,20,75.0,90.0,17.5,3.5,3.44
1207,CSE,CSE 141L ,"Mars, Jason",WI13,77,30,72.4,89.7,12.35,3.54,3.46
1208,CSE,CSE 141L ,"Snavely, Allan Edward",FA11,73,25,95.8,100.0,9.62,3.67,3.75
1209,CSE,CSE 141L ,"Swanson, Steven James",FA09,21,15,100.0,100.0,16.1,3.93,3.83
1210,CSE,CSE 141L ,"Swanson, Steven James",SP13,71,22,90.5,100.0,11.45,3.71,3.72
1211,CSE,CSE 141L ,"Swanson, Steven James",WI08,38,23,39.1,30.4,17.46,3.42,3.54
1212,CSE,CSE 141L ,"Swanson, Steven James",WI11,54,24,70.8,87.5,16.42,3.74,3.74
1213,CSE,CSE 141L ,"Swanson, Steven James",WI12,75,24,62.5,75.0,14.0,3.57,3.48
1214,CSE,CSE 141L ,"Taylor, Michael",FA08,39,18,75.0,75.0,15.32,3.41,3.38
1215,CSE,CSE 141L ,"Taylor, Michael",FA12,55,21,72.2,77.8,15.83,3.76,3.58
1216,CSE,CSE 141L ,"Taylor, Michael",SP10,43,22,59.1,95.5,17.14,3.71,3.62
1217,CSE,CSE 141L ,"Taylor, Michael",SP11,64,32,71.0,93.5,15.98,3.58,3.35
1218,CSE,CSE 141L ,"Taylor, Michael",SP12,58,18,72.2,94.4,15.83,3.39,3.24
1219,CSE,CSE 141L ,"Tseng, Hung-Wei",S116,95,23,73.7,94.7,13.17,3.68,3.57
1220,CSE,CSE 141L ,"Tseng, Hung-Wei",S119,28,5,80.0,60.0,11.3,3.6,3.43
1221,CSE,CSE 141L ,"Tseng, Hung-Wei",S212,48,19,89.5,100.0,15.13,3.5,3.62
1222,CSE,CSE 141L ,"Tseng, Hung-Wei",S214,57,12,81.8,100.0,14.7,3.82,3.7
1223,CSE,CSE 141L ,"Tseng, Hung-Wei",S219,35,12,72.7,90.9,12.14,3.27,3.25
1224,CSE,CSE 141L ,"Tullsen, Dean Michael",FA07,22,12,75.0,75.0,12.0,3.17,3.06
1225,CSE,CSE 141L ,"Tullsen, Dean Michael",FA10,37,16,56.3,81.3,12.25,3.33,3.37
1226,CSE,CSE 141L ,"Tullsen, Dean Michael",FA13,90,25,95.8,95.8,11.5,3.63,3.25
1227,CSE,CSE 141L ,"Tullsen, Dean Michael",WI09,44,27,92.3,100.0,10.13,3.67,3.62
1228,CSE,CSE 141L ,"Tullsen, Dean Michael",WI10,40,23,73.9,95.7,10.85,3.59,3.3
1229,CSE,CSE 141L ,"Tullsen, Dean Michael",WI13,30,14,100.0,92.3,13.12,3.92,3.75
1230,CSE,CSE 141L ,"Tullsen, Dean Michael",WI15,73,20,63.2,78.9,12.5,3.33,3.5
1231,CSE,CSE 143 ,"Gupta, Rajesh K.",SP15,20,10,77.8,77.8,6.5,3.11,3.55
1232,CSE,CSE 143 ,"Gupta, Rajesh K.",SP17,54,21,77.8,83.3,8.38,3.0,3.13
1233,CSE,CSE 143 ,"Gupta, Rajesh K.",WI14,35,16,68.8,68.8,7.0,2.94,3.26
1234,CSE,CSE 143 ,"Gupta, Rajesh K.",WI16,31,13,83.3,83.3,7.83,3.08,3.32
1235,CSE,CSE 145 ,"Kastner, Ryan Charles",SP10,26,22,90.9,100.0,12.14,3.77,3.94
1236,CSE,CSE 145 ,"Kastner, Ryan Charles",SP14,22,12,100.0,100.0,12.68,3.82,3.81
1237,CSE,CSE 145 ,"Kastner, Ryan Charles",SP15,24,19,100.0,100.0,13.87,3.68,4.0
1238,CSE,CSE 145 ,"Kastner, Ryan Charles",SP16,28,18,88.2,94.1,10.0,3.82,4.0
1239,CSE,CSE 145 ,"Kastner, Ryan Charles",SP17,31,14,83.3,91.7,7.67,3.64,3.98
1240,CSE,CSE 145 ,"Kastner, Ryan Charles",WI12,22,14,100.0,100.0,9.5,3.86,3.9
1241,CSE,CSE 150 ,"Alvarado, Christine J.",FA18,131,81,93.8,97.5,11.5,3.4,2.91
1242,CSE,CSE 150 ,"Cottrell, Garrison W",FA12,52,19,94.4,77.8,6.06,3.18,2.92
1243,CSE,CSE 150 ,"Cottrell, Garrison W",FA16,165,66,96.8,84.1,8.6,3.38,3.22
1244,CSE,CSE 150 ,"Cottrell, Garrison W",SP15,130,39,97.3,75.7,6.5,3.18,3.27
1245,CSE,CSE 150 ,"Cottrell, Garrison W",SP16,190,58,84.9,66.0,8.7,3.06,3.26
1246,CSE,CSE 150 ,"Der, Matthew Francis",S214,41,10,100.0,100.0,10.75,3.13,3.07
1247,CSE,CSE 150 ,"Gao, Sicun",WI18,185,87,97.6,96.3,8.88,3.56,3.65
1248,CSE,CSE 150 ,"Gao, Sicun",WI19,301,90,98.8,97.6,7.88,3.79,3.79
1249,CSE,CSE 150 ,"Langlois, Marina",WI16,148,63,93.4,70.5,8.84,3.24,2.9
1250,CSE,CSE 150 ,"Saul, Lawrence",S116,58,40,97.5,97.5,10.14,3.25,3.06
1251,CSE,CSE 150 ,"Saul, Lawrence",S117,60,42,90.5,100.0,11.6,3.15,3.02
1252,CSE,CSE 150 ,"Saul, Lawrence",SP08,24,21,95.2,100.0,6.5,3.39,2.97
1253,CSE,CSE 150 ,"Saul, Lawrence",SP09,36,31,96.8,100.0,5.92,3.19,3.16
1254,CSE,CSE 150 ,"Saul, Lawrence",SP17,254,180,88.6,93.2,9.56,3.28,2.8
1255,CSE,CSE 150 ,"Saul, Lawrence",SP18,120,83,97.6,100.0,9.01,3.38,3.12
1256,CSE,CSE 150 ,"Saul, Lawrence",WI10,51,44,90.9,100.0,6.78,3.43,3.01
1257,CSE,CSE 150 ,"Saul, Lawrence",WI11,78,60,88.3,96.7,8.27,3.26,3.04
1258,CSE,CSE 150 ,"Saul, Lawrence",WI12,110,76,89.3,94.7,6.82,3.16,2.95
1259,CSE,CSE 150 ,"Saul, Lawrence",WI13,101,75,87.8,89.2,7.42,3.09,3.01
1260,CSE,CSE 150 ,"Saul, Lawrence",WI14,167,97,86.0,92.5,8.15,3.19,3.07
1261,CSE,CSE 150 ,"Saul, Lawrence",WI15,199,102,91.1,94.1,8.38,3.2,2.92
1262,CSE,CSE 151 ,"Berg-Kirkpatrick, Taylor D",WI19,41,13,75.0,50.0,9.0,3.55,3.34
1263,CSE,CSE 151 ,"Chaudhuri, Kamalika",SP12,88,37,70.3,66.7,7.64,3.0,3.23
1264,CSE,CSE 151 ,"Chaudhuri, Kamalika",SP13,149,43,79.1,76.7,8.31,3.21,3.12
1265,CSE,CSE 151 ,"Chaudhuri, Kamalika",SP14,170,52,83.7,81.6,8.0,2.84,3.3
1266,CSE,CSE 151 ,"Chaudhuri, Kamalika",SP15,168,51,88.0,82.0,7.77,3.26,3.57
1267,CSE,CSE 151 ,"Chaudhuri, Kamalika",SP18,181,55,96.1,96.1,7.79,3.44,3.54
1268,CSE,CSE 151 ,"Chaudhuri, Kamalika",SP19,201,50,91.7,91.7,7.69,3.51,3.69
1269,CSE,CSE 151 ,"Chaudhuri, Kamalika",WI16,163,65,82.8,90.6,7.18,3.29,3.62
1270,CSE,CSE 151 ,"Chaudhuri, Kamalika",WI17,282,89,89.4,90.5,8.719999999999999,3.29,3.65
1271,CSE,CSE 151 ,"Dasgupta, Sanjoy",FA17,159,75,97.2,97.2,7.83,3.63,3.4
1272,CSE,CSE 151 ,"Dasgupta, Sanjoy",WI19,174,53,94.0,94.0,6.09,3.63,3.63
1273,CSE,CSE 151 ,"Elkan, Charles Peter",FA07,22,15,80.0,86.7,7.57,3.2,3.07
1274,CSE,CSE 151 ,"Freund, Yoav",SP10,45,20,85.0,55.0,5.4,3.44,3.91
1275,CSE,CSE 151 ,"Geumlek, Joseph Donald",S119,39,6,100.0,100.0,6.83,3.5,3.41
1276,CSE,CSE 151 ,"Geumlek, Joseph Donald",S219,34,24,100.0,100.0,8.83,3.21,3.34
1277,CSE,CSE 151 ,"Mangione-Tran, Carmine",SP16,113,41,84.2,55.3,7.85,3.56,3.66
1278,CSE,CSE 152 ,"Chandraker, Manmohan Krishna",WI19,53,30,86.7,70.0,9.33,3.52,3.45
1279,CSE,CSE 152 ,"Kriegman, David J",SP10,25,13,84.6,83.3,10.81,3.33,3.01
1280,CSE,CSE 152 ,"Kriegman, David J",SP11,58,27,55.6,51.9,9.83,3.0,3.0
1281,CSE,CSE 152 ,"Kriegman, David J",SP12,46,19,78.9,83.3,9.55,3.0,2.8
1282,CSE,CSE 152 ,"Kriegman, David J",SP19,94,17,91.7,83.3,9.83,3.36,3.02
1283,CSE,CSE 152 ,"Kriegman, David J",WI13,29,12,83.3,66.7,10.0,2.83,3.01
1284,CSE,CSE 152 ,"Kriegman, David J",WI14,34,12,81.8,72.7,7.95,3.27,2.97
1285,CSE,CSE 152 ,"Ochoa, Benjamin Lawrence",SP15,51,15,78.6,64.3,9.58,2.92,3.12
1286,CSE,CSE 152 ,"Ochoa, Benjamin Lawrence",SP16,52,18,94.1,94.1,10.62,3.38,3.35
1287,CSE,CSE 152 ,"Ochoa, Benjamin Lawrence",SP17,124,39,80.6,80.6,11.5,3.15,3.03
1288,CSE,CSE 152 ,"Ochoa, Benjamin Lawrence",SP18,149,41,89.7,89.5,11.27,3.35,3.04
1289,CSE,CSE 152 ,"Su, Hao",FA18,56,35,81.3,81.3,10.86,3.38,3.26
1290,CSE,CSE 156 ,"Nakashole, Ndapandula",SP19,175,29,85.2,85.7,9.19,3.63,3.27
1291,CSE,CSE 158 ,"McAuley, Julian John",FA17,325,138,88.9,90.6,8.55,3.47,3.44
1292,CSE,CSE 158 ,"McAuley, Julian John",FA18,357,117,85.0,82.3,9.47,3.36,3.46
1293,CSE,CSE 158 ,"McAuley, Julian John",WI17,114,34,96.9,87.5,6.56,3.34,3.33
1294,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",FA13,110,40,64.1,76.9,2.96,3.56,3.2
1295,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",FA14,172,54,80.8,76.9,3.54,3.68,3.32
1296,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",FA15,256,156,79.3,74.65,4.550000000000002,3.35,3.08
1297,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",FA16,398,211,77.36666666666666,80.43333333333334,5.183333333333334,3.466666666666667,3.41
1298,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",FA17,129,99,82.5,90.7,4.62,3.44,3.17
1299,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",S115,59,15,100.0,85.7,7.41,3.75,3.24
1300,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",S116,45,20,77.8,70.6,6.26,3.72,3.33
1301,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",SP14,312,152,82.35,82.3,3.155,3.4450000000000003,3.31
1302,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",SP15,388,187,73.2,79.8,3.905,3.585,3.12
1303,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",SP16,433,228,63.35,68.15,4.5299999999999985,3.29,3.15
1304,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",SP17,480,278,86.16666666666669,90.26666666666668,4.973333333333334,3.613333333333333,3.39
1305,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",SP18,260,98,85.6,92.95,4.19,3.38,3.16
1306,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",SP19,154,84,86.5,85.1,4.45,3.44,3.11
1307,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",WI15,183,94,76.9,76.9,3.1,3.75,3.23
1308,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",WI16,372,213,62.95,61.25,3.485,3.465,3.02
1309,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",WI17,319,171,73.9,76.1,4.75,3.635,3.5
1310,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",WI18,157,136,74.0,83.2,3.7,3.54,3.42
1311,CSE,CSE 15L ,"Altintas De Callaf, Ilkay",WI19,137,69,79.0,80.3,4.09,3.68,3.33
1312,CSE,CSE 15L ,"Baden, Scott B.",SP08,39,36,91.7,86.1,2.17,3.61,2.92
1313,CSE,CSE 15L ,"Baden, Scott B.",WI09,38,31,64.5,64.5,2.44,3.27,3.0
1314,CSE,CSE 15L ,"Chu, Isaac Y",FA17,119,89,78.4,94.3,4.14,3.53,3.18
1315,CSE,CSE 15L ,"Dahlstrom, Dana B.",FA07,20,20,100.0,100.0,2.245,3.96,3.59
1316,CSE,CSE 15L ,"Dahlstrom, Dana B.",FA08,67,62,77.0,81.9,2.635,3.475,2.98
1317,CSE,CSE 15L ,"Dahlstrom, Dana B.",FA09,37,32,76.7,69.0,2.31,3.66,2.84
1318,CSE,CSE 15L ,"Dahlstrom, Dana B.",SP08,21,20,90.0,100.0,2.1,3.65,3.32
1319,CSE,CSE 15L ,"Dahlstrom, Dana B.",SP09,35,33,81.8,81.8,2.68,3.48,2.96
1320,CSE,CSE 15L ,"Dahlstrom, Dana B.",SP10,92,47,51.96666666666667,45.96666666666667,2.99,3.02,2.83
1321,CSE,CSE 15L ,"Dahlstrom, Dana B.",WI08,95,89,86.96666666666665,91.13333333333333,2.273333333333333,3.693333333333333,3.17
1322,CSE,CSE 15L ,"Dahlstrom, Dana B.",WI09,36,33,75.0,87.9,2.81,3.7,3.03
1323,CSE,CSE 15L ,"Dahlstrom, Dana B.",WI10,141,76,66.75,43.175,3.005,3.0925,2.74
1324,CSE,CSE 15L ,"Elkan, Charles Peter",FA09,43,38,76.3,94.7,2.24,3.65,3.1
1325,CSE,CSE 15L ,"Elkan, Charles Peter",FA10,112,60,74.1,89.7,1.83,3.77,2.91
1326,CSE,CSE 15L ,"Elkan, Charles Peter",FA11,149,64,53.1,64.1,3.41,3.63,3.1
1327,CSE,CSE 15L ,"Elkan, Charles Peter",SP11,126,53,62.3,64.2,3.78,3.49,2.82
1328,CSE,CSE 15L ,"Elkan, Charles Peter",WI09,50,48,62.5,63.8,2.13,3.57,3.04
1329,CSE,CSE 15L ,"Elkan, Charles Peter",WI11,66,35,54.3,50.0,3.13,3.18,3.24
1330,CSE,CSE 15L ,"Gillespie, Gary N",FA13,168,49,59.2,75.5,3.42,3.36,3.21
1331,CSE,CSE 15L ,"Gillespie, Gary N",FA14,159,65,82.5,82.5,3.52,3.48,3.14
1332,CSE,CSE 15L ,"Gillespie, Gary N",FA15,83,54,83.0,79.2,4.76,3.25,2.81
1333,CSE,CSE 15L ,"Gillespie, Gary N",FA16,408,211,77.73333333333333,86.36666666666667,5.1400000000000015,3.4599999999999995,3.41
1334,CSE,CSE 15L ,"Gillespie, Gary N",FA17,119,88,81.2,73.8,4.1,3.46,3.2
1335,CSE,CSE 15L ,"Gillespie, Gary N",FA18,401,218,69.56666666666668,59.73333333333333,4.99,3.263333333333333,3.18
1336,CSE,CSE 15L ,"Gillespie, Gary N",S116,56,18,77.8,88.2,6.26,3.72,3.33
1337,CSE,CSE 15L ,"Gillespie, Gary N",S215,26,5,40.0,100.0,2.9,3.6,3.15
1338,CSE,CSE 15L ,"Gillespie, Gary N",S216,32,30,96.7,86.7,7.03,3.5,3.61
1339,CSE,CSE 15L ,"Gillespie, Gary N",S217,24,13,81.8,90.9,10.7,3.55,3.46
1340,CSE,CSE 15L ,"Gillespie, Gary N",SP13,167,74,80.8,68.5,2.97,3.55,3.42
1341,CSE,CSE 15L ,"Gillespie, Gary N",SP15,134,63,66.1,74.2,3.64,3.34,2.97
1342,CSE,CSE 15L ,"Gillespie, Gary N",SP16,136,65,68.3,77.8,3.71,3.16,3.04
1343,CSE,CSE 15L ,"Gillespie, Gary N",SP17,487,272,86.03333333333335,78.8,4.986666666666666,3.6266666666666665,3.39
1344,CSE,CSE 15L ,"Gillespie, Gary N",SP18,117,51,81.6,72.3,4.46,3.36,3.03
1345,CSE,CSE 15L ,"Gillespie, Gary N",WI14,163,66,73.8,78.5,3.81,3.6,3.3
1346,CSE,CSE 15L ,"Gillespie, Gary N",WI15,185,108,84.9,85.8,3.1,3.75,3.41
1347,CSE,CSE 15L ,"Gillespie, Gary N",WI16,146,88,76.5,81.2,3.27,3.47,2.97
1348,CSE,CSE 15L ,"Gillespie, Gary N",WI17,139,68,80.0,70.0,4.28,3.56,3.36
1349,CSE,CSE 15L ,"Gillespie, Gary N",WI18,309,254,72.6,63.3,3.945,3.5,3.27
1350,CSE,CSE 15L ,"Kube, Paul Richard",FA12,179,74,82.9,87.1,3.71,3.68,3.38
1351,CSE,CSE 15L ,"Kube, Paul Richard",SP12,142,45,88.9,81.8,4.19,3.45,3.26
1352,CSE,CSE 15L ,"Kube, Paul Richard",SP13,171,51,84.0,82.0,3.15,3.48,3.29
1353,CSE,CSE 15L ,"Kube, Paul Richard",WI12,122,45,79.5,79.5,2.91,3.74,3.47
1354,CSE,CSE 15L ,"Kube, Paul Richard",WI13,178,62,83.3,80.0,3.33,3.86,3.71
1355,CSE,CSE 15L ,"Kube, Paul Richard",WI14,171,58,68.6,74.5,3.54,3.5,3.14
1356,CSE,CSE 15L ,"Ochoa, Benjamin Lawrence",SP19,287,144,85.44999999999997,97.8,3.805,3.595,3.27
1357,CSE,CSE 15L ,"Ochoa, Benjamin Lawrence",WI19,375,173,84.2,92.9,3.615,3.645,3.29
1358,CSE,CSE 15L ,"Ord, Richard",S111,50,16,93.8,100.0,5.38,3.56,3.33
1359,CSE,CSE 15L ,"Ord, Richard",S112,50,16,100.0,100.0,3.88,3.69,3.72
1360,CSE,CSE 15L ,"Ord, Richard",S113,56,24,90.9,95.5,5.74,3.85,3.73
1361,CSE,CSE 160 ,"Baden, Scott B.",FA08,45,31,66.7,66.7,5.9,3.43,2.86
1362,CSE,CSE 160 ,"Baden, Scott B.",FA13,78,41,83.3,63.9,8.67,3.19,2.61
1363,CSE,CSE 160 ,"Baden, Scott B.",SP15,59,16,71.4,57.1,9.21,3.07,2.82
1364,CSE,CSE 160 ,"Baden, Scott B.",WI10,28,20,90.0,73.7,8.9,3.4,2.9
1365,CSE,CSE 160 ,"Baden, Scott B.",WI11,45,22,90.9,86.4,9.14,3.09,2.96
1366,CSE,CSE 160 ,"Baden, Scott B.",WI13,58,36,94.4,80.6,8.94,3.54,2.96
1367,CSE,CSE 160 ,"Baden, Scott B.",WI16,105,48,89.4,85.1,7.95,3.3,2.96
1368,CSE,CSE 160 ,"Kesden, Gregory M",WI17,108,39,89.2,81.1,8.02,3.65,3.67
1369,CSE,CSE 160 ,"Papadopoulos, Philip Micha",WI18,91,39,61.1,69.4,13.76,2.79,3.31
1370,CSE,CSE 163 ,"Ramamoorthi, Ravi",SP17,63,35,90.6,96.9,10.94,3.7,3.47
1371,CSE,CSE 163 ,"Ramamoorthi, Ravi",SP18,35,26,100.0,96.2,9.88,3.56,3.56
1372,CSE,CSE 165 ,"Schulze, Jurgen P.",WI14,17,8,100.0,100.0,12.25,3.88,3.84
1373,CSE,CSE 165 ,"Schulze, Jurgen P.",WI15,35,18,94.4,100.0,10.5,3.61,3.9
1374,CSE,CSE 165 ,"Schulze, Jurgen P.",WI16,35,20,94.4,100.0,9.94,3.83,3.73
1375,CSE,CSE 165 ,"Schulze, Jurgen P.",WI17,64,17,94.1,100.0,9.43,3.94,3.79
1376,CSE,CSE 165 ,"Schulze, Jurgen P.",WI18,47,17,94.1,100.0,10.26,3.94,3.8
1377,CSE,CSE 165 ,"Schulze, Jurgen P.",WI19,43,14,100.0,100.0,8.65,3.77,3.87
1378,CSE,CSE 166 ,"Belongie, Serge J.",FA07,20,17,88.2,94.1,7.25,3.53,3.63
1379,CSE,CSE 166 ,"Belongie, Serge J.",FA09,26,17,76.5,94.1,12.25,3.13,3.52
1380,CSE,CSE 166 ,"Belongie, Serge J.",FA11,47,25,88.0,100.0,11.06,3.3,3.5
1381,CSE,CSE 166 ,"Belongie, Serge J.",FA12,33,15,93.3,86.7,11.03,3.47,3.57
1382,CSE,CSE 166 ,"Belongie, Serge J.",FA13,78,28,88.9,96.3,8.28,3.44,3.58
1383,CSE,CSE 166 ,"Ochoa, Benjamin Lawrence",FA16,58,23,77.3,81.8,8.79,3.5,3.0
1384,CSE,CSE 166 ,"Ochoa, Benjamin Lawrence",FA17,49,39,73.7,83.8,6.55,3.26,2.77
1385,CSE,CSE 166 ,"Ochoa, Benjamin Lawrence",SP19,46,12,100.0,100.0,7.67,3.42,2.7
1386,CSE,CSE 167 ,"Ochoa, Benjamin Lawrence",WI18,98,41,84.2,86.5,13.61,3.41,3.54
1387,CSE,CSE 167 ,"Ramamoorthi, Ravi",WI17,120,62,96.7,93.4,9.39,3.32,3.26
1388,CSE,CSE 167 ,"Ramamoorthi, Ravi",WI19,137,67,96.9,100.0,10.26,3.51,3.29
1389,CSE,CSE 167 ,"Schulze, Jurgen P.",FA08,26,21,95.0,95.0,12.02,3.39,3.23
1390,CSE,CSE 167 ,"Schulze, Jurgen P.",FA09,75,33,97.0,90.9,16.32,3.52,3.22
1391,CSE,CSE 167 ,"Schulze, Jurgen P.",FA10,51,33,93.9,97.0,16.38,3.63,3.72
1392,CSE,CSE 167 ,"Schulze, Jurgen P.",FA11,36,20,100.0,94.7,16.4,3.44,3.28
1393,CSE,CSE 167 ,"Schulze, Jurgen P.",FA12,49,25,96.0,96.0,13.67,3.61,3.33
1394,CSE,CSE 167 ,"Schulze, Jurgen P.",FA13,95,33,96.8,80.6,15.21,3.32,3.28
1395,CSE,CSE 167 ,"Schulze, Jurgen P.",FA14,104,47,87.8,95.1,14.79,3.43,3.31
1396,CSE,CSE 167 ,"Schulze, Jurgen P.",FA15,89,35,93.8,96.9,12.9,3.34,3.2
1397,CSE,CSE 167 ,"Schulze, Jurgen P.",FA16,88,24,90.5,100.0,14.5,3.55,3.34
1398,CSE,CSE 167 ,"Schulze, Jurgen P.",FA17,113,45,95.1,100.0,13.5,3.61,3.51
1399,CSE,CSE 167 ,"Schulze, Jurgen P.",FA18,96,26,92.3,92.3,13.58,3.73,3.17
1400,CSE,CSE 167 ,"Schulze, Jurgen P.",SP15,54,17,88.2,100.0,15.79,3.47,3.3
1401,CSE,CSE 167 ,"Schulze, Jurgen P.",SP16,122,45,95.2,92.9,13.85,3.66,3.36
1402,CSE,CSE 167 ,"Zwicker, Matthias Beat",FA07,21,14,92.9,85.7,12.21,3.5,3.66
1403,CSE,CSE 167 ,"Zwicker, Matthias Beat",SP08,18,10,88.9,100.0,16.1,3.0,3.16
1404,CSE,CSE 168 ,"Jensen, Henrik",SP10,35,16,93.8,93.8,15.57,3.8,3.2
1405,CSE,CSE 168 ,"Jensen, Henrik",SP15,30,7,100.0,100.0,10.83,3.33,2.61
1406,CSE,CSE 168 ,"Jensen, Henrik",SP16,23,9,100.0,66.7,12.5,3.67,3.35
1407,CSE,CSE 168 ,"Jensen, Henrik",WI11,28,16,100.0,87.5,15.88,3.43,3.38
1408,CSE,CSE 168 ,"Rotenberg, Steven Paul",SP14,26,12,100.0,100.0,10.83,3.5,3.05
1409,CSE,CSE 168 ,"Rotenberg, Steven Paul",SP17,39,16,93.8,100.0,9.3,3.57,3.28
1410,CSE,CSE 169 ,"Rotenberg, Steven Paul",SP16,35,13,100.0,100.0,9.12,3.45,3.18
1411,CSE,CSE 169 ,"Rotenberg, Steven Paul",WI08,24,23,100.0,100.0,9.2,3.57,3.47
1412,CSE,CSE 169 ,"Rotenberg, Steven Paul",WI14,26,13,100.0,100.0,8.96,3.42,3.21
1413,CSE,CSE 169 ,"Rotenberg, Steven Paul",WI15,37,16,100.0,100.0,7.03,3.73,3.35
1414,CSE,CSE 169 ,"Rotenberg, Steven Paul",WI17,42,14,100.0,100.0,8.86,3.73,3.49
1415,CSE,CSE 169 ,"Rotenberg, Steven Paul",WI18,32,17,93.8,100.0,9.75,3.69,3.55
1416,CSE,CSE 169 ,"Rotenberg, Steven Paul",WI19,28,8,100.0,100.0,8.5,3.88,3.52
1417,CSE,CSE 170 ,"Guo, Philip J",FA16,136,61,98.2,94.5,8.43,3.74,3.74
1418,CSE,CSE 170 ,"Guo, Philip J",FA17,62,30,96.4,100.0,8.86,3.89,3.88
1419,CSE,CSE 170 ,"Guo, Philip J",FA18,138,64,96.7,100.0,7.8,3.84,3.85
1420,CSE,CSE 170 ,"Klemmer, Scott R",WI14,95,44,66.7,76.2,11.52,3.23,3.36
1421,CSE,CSE 170 ,"Klemmer, Scott R",WI15,95,38,90.6,87.5,8.89,3.32,3.37
1422,CSE,CSE 170 ,"Klemmer, Scott R",WI16,124,42,87.8,92.7,10.15,3.44,3.41
1423,CSE,CSE 170 ,"Klemmer, Scott R",WI17,79,32,89.7,89.7,11.39,3.5,3.39
1424,CSE,CSE 170 ,"Klemmer, Scott R",WI18,47,23,78.3,78.3,13.46,3.5,3.36
